,date,content,retweetCount,coordinates
1670,2014-11-07 13:22:23+00:00,Le hashtag du jour : #IciCestParis !,0,"{'longitude': 2.3527844, 'latitude': 48.8570934}"
1671,2014-11-06 17:22:11+00:00,"Levez tous la tête, regardez la lune, elle est gonflé comme le cœur d'un algérien de Barbès qui aime pas trop parler.",0,"{'longitude': 2.35199179, 'latitude': 48.85712792}"
1672,2014-11-06 16:14:21+00:00,@SandyBeky: Place de l'hotel de ville pour le lancement de #PietinonsLesPrejuges par #EHLAB finaliste #PER2014 @PWNParis,0,"{'longitude': 2.35141842, 'latitude': 48.85675655}"
1673,2014-11-04 18:30:59+00:00,"@wellpedy visite le Conseil National Handicap CNH - plus sur l'exclusion, voyons le handicap plutôt sur l'inclusion.",0,"{'longitude': 2.35339869, 'latitude': 48.8562962}"
1674,2014-11-04 13:48:11+00:00,"[Promotion] Téléchargez le livre blanc Anaplan : L'angle mort du directeur financier, la planification des... http://t.co/zB6R1QK5VP #BI",0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1675,2014-11-03 16:29:42+00:00,À l'hôtel de ville de @paris pr le lancement de la campagne de prévention contre dérives sectaires dans la santé par le CCMM avec @CBrossel,4,"{'longitude': 2.35302251, 'latitude': 48.85714877}"
1676,2014-11-02 21:39:33+00:00,"La Route touristique nationale du Jæren en Norvège: Durant le voyage de presse en Norvège, outre Stavanger, no... http://t.co/n8xHRrnbYX",0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1677,2014-11-02 11:51:00+00:00,Merci à Marie-Josée Perec pour sa visite sur le stand Epson #EkidenParis #ReleverLeDéfi http://t.co/496vot8fuG,0,"{'longitude': 2.35172901, 'latitude': 48.8566841}"
1678,2014-11-02 07:49:28+00:00,"Le lampadaire.... @ Hôtel de Ville, Paris http://t.co/XT63xlK8L3",0,"{'longitude': 2.35222222, 'latitude': 48.85638889}"
1679,2014-11-01 14:45:12+00:00,Avec @Openium a l Ekiden pour le lancement de l app @FFAthletisme et du portail J aime Courir #app #running #ekiden http://t.co/4TQNL7f9B6,0,"{'longitude': 2.35139516, 'latitude': 48.85642283}"
1680,2014-11-01 13:49:04+00:00,Le beau temps est au rendez-vous. Pourquoi ne pas faire un tour sur le stand Epson de l'#EkidenParis. http://t.co/BlwXuVDa8T,0,"{'longitude': 2.35178911, 'latitude': 48.85669009}"
1681,2014-11-01 09:25:55+00:00,#Concours Twitter : Publiez votre selfie devant notre stand avec le hashtag #EdikEpson et remportez votre #RunSense http://t.co/ZtpXXT4eBe,2,"{'longitude': 2.3516799, 'latitude': 48.85668753}"
1682,2014-11-01 09:13:43+00:00,Le Village #EkidenParis est officiellement ouvert! Venez découvrir les #RunSense et #PulSense sur le stand Epson http://t.co/IMFTWmiI21,0,"{'longitude': 2.35172776, 'latitude': 48.85666092}"
1683,2014-10-31 10:12:02+00:00,"@iamclacky Moire, Gifted &amp; Blessed, Egyptrixx, and Tanc at Le Batofar (Nov 28, 2014): Paris, France http://t.co/usgpW4tzuq",1,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1684,2014-10-30 17:59:31+00:00,Le salon du chocolat 2014: Le célèbre Salon du Chocolat a ouvert ses portes le 29 octobre dernier et ce jusqu'... http://t.co/K8YEs8R15j,0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1685,2014-10-29 16:49:58+00:00,"Une marque à découvrir : ZECABAS: Les marques sont nombreuses, et tous les jours ont voit fleurir sur le march... http://t.co/ZlvNMk8mon",0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1686,2014-10-26 23:20:21+00:00,vanessahudgens #GimmieShelter #Paris @ Le Grand Rex Boulevard Poissonnière Paris http://t.co/G0nStPRvQO,0,"{'longitude': 2.35280899, 'latitude': 48.85638445}"
1687,2014-10-24 14:50:54+00:00,#remixjobsday : le coup-de-feu (venez nous voir sur le stand Tivine!) http://t.co/6wCTlbPofI,1,"{'longitude': 2.353397, 'latitude': 48.856355}"
1688,2014-10-24 14:25:12+00:00,"Regarde le ciel @Remixjobsday !
Merci @remixjobs ! http://t.co/qwxe5HhCc8",0,"{'longitude': 2.35337933, 'latitude': 48.85627925}"
1689,2014-10-22 13:19:54+00:00,"Alexandre Kristoff Sighting: Paris, France/ Le Tour de France 2015 Route Announcement http://t.co/gxklBSDQfO",0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1690,2014-10-22 13:19:53+00:00,"Tony Gallopin Sighting: Paris, France/ Le Tour de France 2015 Route Announcement http://t.co/gxklBSDQfO",0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1691,2014-10-22 13:19:53+00:00,"Blel Kadri Sighting: Paris, France/ Le Tour de France 2015 Route Announcement http://t.co/gxklBSDQfO",0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1692,2014-10-22 13:18:34+00:00,"Vincenzo Nibali Sighting: Paris, France/ Le Tour de France 2015 Route Announcement http://t.co/9TwRpbrdPb",0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1693,2014-10-22 13:17:42+00:00,"Jean-Etienne Amaury Sighting: Paris, France/ Le Tour de France 2015 Route Announcement http://t.co/pmZ74qGJCJ",0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1694,2014-10-22 13:17:24+00:00,"Mark Cavendish Sighting: Paris, France/ Le Tour de France 2015 Route Announcement http://t.co/9jiWmmCrzh",0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1695,2014-10-22 13:16:59+00:00,"Marcel Kittel Sighting: Paris, France/ Le Tour de France 2015 Route Announcement http://t.co/gbQMoIy0AQ",0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1696,2014-10-22 13:16:29+00:00,"Vincenzo Niabli Sighting: Paris, France/ Le Tour de France 2015 Route Announcement http://t.co/EbwSfXaPCt",0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1697,2014-10-22 13:15:49+00:00,"Cadel Evans Sighting: Paris, France/ Le Tour de France 2015 Route Announcement http://t.co/gVujx2oLfL",0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1698,2014-10-22 13:14:44+00:00,"Christian Prudhomme Sighting: Paris, France/ Le Tour de France 2015 Route Announcement http://t.co/84tUXYnigu",0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1699,2014-10-21 17:20:15+00:00,"""Le soutien de notre ville pour les petites assos est nécessaire pour encourager nos concitoyens à l'engagement solidaire"" #ConseildeParis",4,"{'longitude': 2.35197452, 'latitude': 48.85653196}"
1700,2014-10-21 10:01:48+00:00,RT @ecoloParis: .@PJulien18 rappelle le soutien des écologistes à @PRIARTEM #antennesrelais #ConseildeParis”,0,"{'longitude': 2.35174478, 'latitude': 48.85709576}"
1701,2014-10-20 18:17:47+00:00,Fière de défendre le travail réalisé par @Le100ECS pour soutenir la création artistique et accompagner les artistes #conseildeParis #Paris12,4,"{'longitude': 2.351479, 'latitude': 48.8566613}"
1702,2014-10-20 15:41:03+00:00,@Thibaultdm c'est toi le bot #ElleClignotte,0,"{'longitude': 2.3515051, 'latitude': 48.8566658}"
1703,2014-10-20 15:11:49+00:00,"Le bal des Vampire au théâtre Mogador: ""Une introduction pour commencer. Suite au week-end que je viens de pas... http://t.co/Z9tliLjhOz",0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1704,2014-10-20 14:01:42+00:00,"RT @ecoloParis: @david_belliard ""le rôle des collectivités est redoublé pour assurer l’accès à la santé pour toutes et tous"" #conseildeparis",0,"{'longitude': 2.35146538, 'latitude': 48.85666163}"
1705,2014-10-20 12:53:34+00:00,Santé à #Paris @Anne_Hidalgo s' engage à faciliter l'offre de soin en secteur 1. Ce sera le cas à #Paris12 #conseildeParis,9,"{'longitude': 2.351479, 'latitude': 48.8566602}"
1706,2014-10-20 10:49:20+00:00,"Belle intervention de @jbdef au #ConseildeParis sur le budget de la Ville, bientôt mon tour sur l'environnement! http://t.co/hI5LoIvI5t",5,"{'longitude': 2.351576, 'latitude': 48.85666404}"
1707,2014-10-20 10:34:19+00:00,"Unanimité ""@Anne_Hidalgo: Le #ConseildeParis verse 200 000 euros pour soutenir les populations kurdes. http://t.co/FvKKcqOpsv""",1,"{'longitude': 2.3514799, 'latitude': 48.8566282}"
1708,2014-10-20 08:48:53+00:00,"""@CirculLivre: Un point #CirculLivre au Jardin des Deux Lauriers (12e) http://t.co/eHHWPhHtMi"" #Paris12 dans le quartier Vallée de Fécamp",3,"{'longitude': 2.3514993, 'latitude': 48.8566639}"
1709,2014-10-20 07:14:37+00:00,Début du #ConseildeParis :  suivez le live tweet Ecolo de la séance sur @ecoloParis !,5,"{'longitude': 2.35148299, 'latitude': 48.85673512}"
1710,2014-10-16 15:05:52+00:00,Samba critique inside: On attendait avec impatience le nouveau film de Eric Toledano et Olivier Nakache. Depui... http://t.co/H5UrMi0BGf,0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1711,2014-10-16 10:45:10+00:00,Conf de presse pré #conseildeparis @JulienBargeton taxe de séjour : le tourisme doit nous aider a financer la qualité de ville.,0,"{'longitude': 2.3524061, 'latitude': 48.8570396}"
1712,2014-10-16 10:26:53+00:00,Conf de presse pré #conseildeparis @JulienBargeton présente le débat d'orientation budgétaire : les grands principes pour #Paris #fb,0,"{'longitude': 2.352519, 'latitude': 48.8570705}"
1713,2014-10-16 10:18:11+00:00,"""@Paris: ""Nous souhaitons que les équipements sportifs de la ville ouvrent leurs portes le soir après 22h30"" @BrunoJulliard #ConseildeParis""",0,"{'longitude': 2.3523772, 'latitude': 48.8570293}"
1714,2014-10-16 09:38:47+00:00,"#GPInnov youpi et merci au jury, belle visibilité pour le #mécénat de compétences : @koeo_net FINALISTE dans la famille sociétale !!! ;))",1,"{'longitude': 2.35193951, 'latitude': 48.85572804}"
1715,2014-10-16 08:13:08+00:00,Début de le conférence de presse pour la sortie du Rapport de l'Observatoire de @MdM_France #Précarité #Santé http://t.co/ee7mM2Sb2p,1,"{'longitude': 2.3516264, 'latitude': 48.8570301}"
1716,2014-10-15 10:38:17+00:00,"Prendre l'air est le thème de la photo du mois: Que le temps passe vite, déjà le 15 du mois et la photo qui va... http://t.co/OfN5cY4IQf",0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1717,2014-10-14 18:06:52+00:00,@anne_hidalgo &amp; Melinda Gates pour #appeldeparis agir pour les femmes et les enfants dans le monde http://t.co/NyfQfncthz,1,"{'longitude': 2.3514803, 'latitude': 48.85662523}"
1718,2014-10-14 17:19:21+00:00,"Le conseiller presse assommé de travail. @ Hôtel de Ville, Paris http://t.co/kBHLBnmXHx",0,"{'longitude': 2.352222, 'latitude': 48.856389}"
1719,2014-10-13 17:52:09+00:00,"Pandora s'engage dans la lutte contre le cancer du sein: La marque Pandora, que j'apprécie et dont je vous par... http://t.co/HbsMCuN5ou",0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1720,2014-10-13 11:58:57+00:00,Ça commence à saouler un peu les annonces en 48 langues pour les touristes dans le métro genre sur la  @Ligne1_RATP  #doucefrance,0,"{'longitude': 2.3516415, 'latitude': 48.85694}"
1721,2014-10-09 16:38:48+00:00,Direction le lieu de mobilisation de @Aides_Paris8 pour une soirée d'échanges autour de la #PrEP. #VIH #Truvada,2,"{'longitude': 2.35142256, 'latitude': 48.85665201}"
1722,2014-10-09 15:03:22+00:00,"Just Over The Top - JOTT (concours inside): Avec le mauvais temps qui arrive, voilà une marque à découvrir.Une... http://t.co/91Ognu0Vlq",0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1723,2014-10-09 13:17:39+00:00,"L'avocat dans la Cité, 3ème édition, sur le Parvis de l'Hotel de ville http://t.co/4Ld7qLXZ2Q",1,"{'longitude': 2.35171652, 'latitude': 48.85690379}"
1724,2014-10-05 15:31:46+00:00,Maison Sévigné collection printemps-été 2015: C'est au Carrousel du Louvre qu'avait lieu le premier défilé de ... http://t.co/Rm8oveyj6b,0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1725,2014-10-05 12:28:53+00:00,Instrumentaliser ses enfants - c ds le code de bonne conduite des parents ça?!! Non ms sérieux ! #MariagePourTous ! http://t.co/R8chbOxeWc,2,"{'longitude': 2.35156198, 'latitude': 48.85687636}"
1726,2014-10-05 12:17:13+00:00,@Joshua_Adel arrête de te polluer le cerveau!,0,"{'longitude': 2.35213361, 'latitude': 48.85703287}"
1727,2014-10-04 19:33:02+00:00,Le sel de la vie #NB2014 @Paris http://t.co/F91tzNUFVA,0,"{'longitude': 2.351589, 'latitude': 48.856609}"
1728,2014-10-04 17:51:28+00:00,@Nina77Lloyd jai le nez boucher et oui ils sont arriver ;),0,"{'longitude': 2.35339121, 'latitude': 48.85631472}"
1729,2014-10-01 18:48:03+00:00,20h30: fin d'un #ConseilDeParis de rentrée marathon de plus de 30h. Rendez-vous dans 3 semaines pour le débat d'orientation budgétaire 2015,4,"{'longitude': 2.35143804, 'latitude': 48.85666821}"
1730,2014-09-29 18:14:18+00:00,Fin du Conseil de Paris avec une belle intervention de @nk_m ..Et en route vers le conseil de quartier Arts&amp;Métiers! http://t.co/aFF1fnOyUz,5,"{'longitude': 2.35193915, 'latitude': 48.85674717}"
1731,2014-09-29 17:01:15+00:00,Pueden publicar mas veces la conferencia de prensa de LE? Casi no la he leído. 😏,1,"{'longitude': 2.3522218, 'latitude': 48.8570656}"
1732,2014-09-29 12:52:54+00:00,"@FRemongin @RemiFeraud Bonjour, sur la photo il semble que le container n'ai pas été forcé, et que ce soit des dépots sauvages autour 1/2",0,"{'longitude': 2.3515408, 'latitude': 48.8566874}"
1733,2014-09-27 17:31:55+00:00,The last night @jpgaultier #prêtàporter#parisfashionweek#paris#show#blogger#bloggeuse#lifestyle @ Le… http://t.co/ZoUABxjMxY,0,"{'longitude': 2.35280899, 'latitude': 48.85638445}"
1734,2014-09-27 14:01:12+00:00,Le Preikestolen en Norvège: Vous avez été nombreuses et nombreux à me suivre sur les différents réseaux sociau... http://t.co/qEIMgrSANn,0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1735,2014-09-25 16:04:09+00:00,"Tara Jarmon collection Printemps-Eté 2015: Vous devez le lire, le savoir, nous sommes en plein dans la Fashion... http://t.co/pdAWOCrP8u",0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1736,2014-09-25 10:33:27+00:00,La France fait le choix de la fuite en avant prohibitioniste. Ça n'a rien de rejouissant. #tabac #flicage #fb,0,"{'longitude': 2.3524392, 'latitude': 48.8571703}"
1737,2014-09-25 10:30:52+00:00,"""@Paris: ""Le conseil parisien de la jeunesse qui existe depuis 10 ans sera réformé"" @PaulineVeron #conseildeparis http://t.co/bYugBBNOwE""",2,"{'longitude': 2.352436, 'latitude': 48.8571563}"
1738,2014-09-25 10:26:01+00:00,"""@Paris: ""@Anne_Hidalgo m'a demandé de mettre en place un plan parisien de lutte contre le décrochage scolaire"" @ACORDEBARD #Conseildeparis""",0,"{'longitude': 2.3524657, 'latitude': 48.85716}"
1739,2014-09-25 10:16:14+00:00,"Contrer le pic de pollution : #Paris demande pour demain : circulation alternée, restrictions poids lourds et cars tourisme. @BrunoJulliard",7,"{'longitude': 2.35247, 'latitude': 48.8571987}"
1740,2014-09-24 12:54:05+00:00,@MCLemardeley et @PaulineVeron sur le stand de @campusparis au Forum Étudiant pour parler du 1er budget participatif http://t.co/dq9kQOrShp,2,"{'longitude': 2.3516255, 'latitude': 48.8569201}"
1741,2014-09-24 09:21:01+00:00,"@devloc cela serait vrai si le cumul des mandats n'existait plus... Mais historiquement il a raison, non?",0,"{'longitude': 2.35337567, 'latitude': 48.8562717}"
1742,2014-09-24 09:07:02+00:00,"Pour Dominique Gros, Maire de Metz, ""le principal obstacle à la simplification territorial ce sont les élus locaux"" #confdesvilles",0,"{'longitude': 2.35338358, 'latitude': 48.856261}"
1743,2014-09-23 18:29:15+00:00,Ca y est je suis abonné @NetflixFR : catalogue pauvre (mais pour le prix de 2 films sur orange...) mais service au top !,0,"{'longitude': 2.3531278, 'latitude': 48.8568303}"
1744,2014-09-23 18:00:04+00:00,"Elle l'adore : Critique  ciné + (concours inside):  On peut dire qu'avec la rentrée le cinéma se porte bien, e... http://t.co/jho9TiDvpn",3,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1745,2014-09-21 14:40:45+00:00,"Entendu un CRS dire : ""ouais c'est un peu le mouvement Peace &amp; Love""... mais mon gars réveille-toi !! #MarchePourLeClimat #paris",0,"{'longitude': 2.35158023, 'latitude': 48.85699454}"
1746,2014-09-18 14:43:12+00:00,3 coeurs : critique ciné: Le concours est terminé et les noms des gagnants ont été annoncés. Je viens vous liv... http://t.co/vGzlIHSt9E,1,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1747,2014-09-16 23:54:39+00:00,"Il y a pas longtemps y'avait un bug sur le site de Manchester, tout les maillots à 23€,  aujourd'hui ça va mettre le triple :(",0,"{'longitude': 2.352222, 'latitude': 48.856614}"
1748,2014-09-16 15:27:31+00:00,"Reed Hastings Sighting: Paris, France/ Le Faust http://t.co/PsrQIIVLQE",0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1749,2014-09-16 15:27:11+00:00,"Neil Hunt Sighting: Paris, France/ Le Faust http://t.co/Adlb9h5Vaz",0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1750,2014-09-16 15:26:29+00:00,"Laura Prepon Sighting: Paris, France/ Le Faust http://t.co/z6UMTMhHJJ",0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1751,2014-09-16 15:25:57+00:00,"Uzo Aduba Sighting: Paris, France/ Le Faust http://t.co/PJEmpt2bNP",0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1752,2014-09-16 15:23:51+00:00,"Kate Mulgrew Sighting: Paris, France/ Le Faust http://t.co/pbEg1L5FRw",0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1753,2014-09-16 15:23:23+00:00,"Reed Hasting Sighting: Paris, France/ Le Faust http://t.co/ikikPp1EhG",0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1754,2014-09-16 15:23:01+00:00,"Taylor Schilling Sighting: Paris, France/ Le Faust http://t.co/vb36XQA6zz",0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1755,2014-09-16 15:22:41+00:00,"Ted Sarandos Sighting: Paris, France/ Le Faust http://t.co/4PXgCi67FT",0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1756,2014-09-16 15:22:05+00:00,"Famke Janssen Sighting: Paris, France/ Le Faust http://t.co/ImWyGIsQRK",0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1757,2014-09-16 15:21:03+00:00,"Nagui Sighting: Paris, France/ Le Faust http://t.co/iJoSGszdEv",0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1758,2014-09-16 15:20:45+00:00,"Zane Holtz Sighting: Paris, France/ Le Faust http://t.co/Itje7rZGNp",0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1759,2014-09-16 15:20:45+00:00,"D.J. Cotrona Sighting: Paris, France/ Le Faust http://t.co/Itje7rZGNp",0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1760,2014-09-16 15:19:56+00:00,"Eli Roth Sighting: Paris, France/ Le Faust http://t.co/wyNVfmgF1T @eliroth",0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1761,2014-09-16 15:19:16+00:00,"Cyril Paglino Sighting: Paris, France/ Le Faust http://t.co/1nT3TX9t9y",0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1762,2014-09-16 15:17:44+00:00,"Axelle Laffont Sighting: Paris, France/ Le Faust http://t.co/ekqAeN6Yq5",0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1763,2014-09-14 17:35:02+00:00,"Sortez les mouchoirs, le grand Morel s'est confié",0,"{'longitude': 2.352222, 'latitude': 48.856614}"
1764,2014-09-10 16:24:32+00:00,Succès total pour le Forum Mondial @Convergences qui se termine par le discours d'Anne... https://t.co/SVNBYGh5Z6 http://t.co/POptNDCVoW,0,"{'longitude': 2.35242605, 'latitude': 48.85647052}"
1765,2014-09-10 10:35:49+00:00,Appel à idées sr la médiation numérique lancé pr. le secrétariat d'état au numérique jusqu'à octobre.Allons-y! #Convergences @valeriepeugeot,0,"{'longitude': 2.35327469, 'latitude': 48.85612422}"
